1,77.0
2,65.0
3,80.0
4,72.0
5,78.0
6,76.0
7,80.0
8,74.0
9,72.0
10,74.0
11,71.0
12,67.0
13,70.0
14,84.0
15,81.0
16,78.0
17,78.0
18,80.0
19,80.0
20,75.0
21,85.0
22,74.0
23,84.0
24,72.0
25,82.0
26,75.0
27,78.0
28,73.0
29,74.0
30,70.0
31,79.0
32,73.0
33,71.0
34,79.0
35,70.0
36,75.0
37,66.0
38,80.0
39,69.0
40,81.0
41,80.0
42,81.0
43,78.0
44,76.0
45,68.0
46,75.0
47,73.0
48,76.0
49,74.0
50,72.0
